O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
19-1041.00	1.C.5.b	Attention to Detail	IM	4.56	18	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-1041.00	1.C.5.c	Integrity	IM	4.61	18	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-1041.00	1.C.6	Independence	IM	4.11	18	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-1041.00	1.C.7.a	Innovation	IM	4.06	18	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-1041.00	1.C.7.b	Analytical Thinking	IM	4.82	17	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-1042.00	1.C.1.a	Achievement/Effort	IM	4.16	21	0.2351	3.6668	4.6475	N	08/2021	Incumbent
19-1042.00	1.C.1.b	Persistence	IM	4.01	21	0.1953	3.5982	4.4132	N	08/2021	Incumbent
19-1042.00	1.C.1.c	Initiative	IM	4.14	21	0.2331	3.6584	4.6308	N	08/2021	Incumbent
19-1042.00	1.C.2.b	Leadership	IM	3.83	21	0.3060	3.1922	4.4690	N	08/2021	Incumbent
19-1042.00	1.C.3.a	Cooperation	IM	4.14	21	0.2709	3.5750	4.7050	N	08/2021	Incumbent
19-1042.00	1.C.3.b	Concern for Others	IM	3.53	21	0.2145	3.0849	3.9796	N	08/2021	Incumbent
19-1042.00	1.C.3.c	Social Orientation	IM	3.67	21	0.2257	3.1984	4.1400	N	08/2021	Incumbent
19-1042.00	1.C.4.a	Self-Control	IM	3.91	21	0.2500	3.3854	4.4285	N	08/2021	Incumbent
19-1042.00	1.C.4.b	Stress Tolerance	IM	3.83	21	0.3180	3.1671	4.4939	N	08/2021	Incumbent
19-1042.00	1.C.4.c	Adaptability/Flexibility	IM	3.91	21	0.3444	3.1931	4.6300	N	08/2021	Incumbent
19-1042.00	1.C.5.a	Dependability	IM	4.08	21	0.4013	3.2405	4.9147	N	08/2021	Incumbent
19-1042.00	1.C.5.b	Attention to Detail	IM	4.28	21	0.1279	4.0150	4.5484	N	08/2021	Incumbent
19-1042.00	1.C.5.c	Integrity	IM	4.36	21	0.1834	3.9820	4.7471	N	08/2021	Incumbent
19-1042.00	1.C.6	Independence	IM	3.87	21	0.1642	3.5265	4.2116	N	08/2021	Incumbent
19-1042.00	1.C.7.a	Innovation	IM	4.44	21	0.0917	4.2515	4.6339	N	08/2021	Incumbent
19-1042.00	1.C.7.b	Analytical Thinking	IM	4.53	21	0.0661	4.3907	4.6667	N	08/2021	Incumbent
19-2011.00	1.C.1.a	Achievement/Effort	IM	4.57	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2011.00	1.C.1.b	Persistence	IM	4.61	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2011.00	1.C.1.c	Initiative	IM	4.26	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2011.00	1.C.2.b	Leadership	IM	3.39	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2011.00	1.C.3.a	Cooperation	IM	3.83	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2011.00	1.C.3.b	Concern for Others	IM	3.22	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2011.00	1.C.3.c	Social Orientation	IM	2.48	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2011.00	1.C.4.a	Self-Control	IM	2.83	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2011.00	1.C.4.b	Stress Tolerance	IM	3.35	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2011.00	1.C.4.c	Adaptability/Flexibility	IM	4.04	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2011.00	1.C.5.a	Dependability	IM	3.83	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2011.00	1.C.5.b	Attention to Detail	IM	4.43	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2011.00	1.C.5.c	Integrity	IM	4.26	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2011.00	1.C.6	Independence	IM	4.22	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2011.00	1.C.7.a	Innovation	IM	4.14	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2011.00	1.C.7.b	Analytical Thinking	IM	4.91	23	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2012.00	1.C.1.a	Achievement/Effort	IM	4.49	18	0.2403	3.9844	4.9985	N	08/2020	Incumbent
19-2012.00	1.C.1.b	Persistence	IM	4.09	18	0.4109	3.2201	4.9538	N	08/2020	Incumbent
19-2012.00	1.C.1.c	Initiative	IM	4.38	18	0.1801	4.0047	4.7646	N	08/2020	Incumbent
19-2012.00	1.C.2.b	Leadership	IM	3.53	18	0.2574	2.9862	4.0725	N	08/2020	Incumbent
19-2012.00	1.C.3.a	Cooperation	IM	3.59	18	0.2620	3.0367	4.1421	N	08/2020	Incumbent
19-2012.00	1.C.3.b	Concern for Others	IM	2.67	18	0.2693	2.1023	3.2386	N	08/2020	Incumbent
19-2012.00	1.C.3.c	Social Orientation	IM	2.27	18	0.2308	1.7821	2.7562	N	08/2020	Incumbent
19-2012.00	1.C.4.a	Self-Control	IM	3.07	18	0.4686	2.0787	4.0562	N	08/2020	Incumbent
19-2012.00	1.C.4.b	Stress Tolerance	IM	3.46	18	0.5208	2.3650	4.5627	N	08/2020	Incumbent
19-2012.00	1.C.4.c	Adaptability/Flexibility	IM	3.44	18	0.3573	2.6874	4.1951	N	08/2020	Incumbent
19-2012.00	1.C.5.a	Dependability	IM	3.79	18	0.4441	2.8581	4.7318	N	08/2020	Incumbent
19-2012.00	1.C.5.b	Attention to Detail	IM	4.33	18	0.2822	3.7358	4.9266	N	08/2020	Incumbent
19-2012.00	1.C.5.c	Integrity	IM	4.18	18	0.2543	3.6418	4.7148	N	08/2020	Incumbent
19-2012.00	1.C.6	Independence	IM	4.10	18	0.1873	3.7008	4.4910	N	08/2020	Incumbent
19-2012.00	1.C.7.a	Innovation	IM	4.50	18	0.2202	4.0365	4.9658	N	08/2020	Incumbent
19-2012.00	1.C.7.b	Analytical Thinking	IM	4.47	18	0.2276	3.9938	4.9542	N	08/2020	Incumbent
19-2021.00	1.C.1.a	Achievement/Effort	IM	3.90	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2021.00	1.C.1.b	Persistence	IM	3.90	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2021.00	1.C.1.c	Initiative	IM	3.95	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2021.00	1.C.2.b	Leadership	IM	3.40	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2021.00	1.C.3.a	Cooperation	IM	3.90	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2021.00	1.C.3.b	Concern for Others	IM	3.35	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2021.00	1.C.3.c	Social Orientation	IM	2.75	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2021.00	1.C.4.a	Self-Control	IM	3.50	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2021.00	1.C.4.b	Stress Tolerance	IM	4.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2021.00	1.C.4.c	Adaptability/Flexibility	IM	3.95	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2021.00	1.C.5.a	Dependability	IM	4.40	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2021.00	1.C.5.b	Attention to Detail	IM	4.45	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2021.00	1.C.5.c	Integrity	IM	4.50	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2021.00	1.C.6	Independence	IM	3.60	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2021.00	1.C.7.a	Innovation	IM	3.75	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2021.00	1.C.7.b	Analytical Thinking	IM	4.60	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2031.00	1.C.1.a	Achievement/Effort	IM	3.97	20	0.1899	3.5739	4.3689	N	08/2023	Incumbent
19-2031.00	1.C.1.b	Persistence	IM	4.04	20	0.1335	3.7654	4.3240	N	08/2023	Incumbent
19-2031.00	1.C.1.c	Initiative	IM	3.94	20	0.1841	3.5539	4.3244	N	08/2023	Incumbent
19-2031.00	1.C.2.b	Leadership	IM	3.87	20	0.1313	3.5911	4.1408	N	08/2023	Incumbent
19-2031.00	1.C.3.a	Cooperation	IM	4.15	20	0.1110	3.9175	4.3822	N	08/2023	Incumbent
19-2031.00	1.C.3.b	Concern for Others	IM	3.37	20	0.3002	2.7372	3.9938	N	08/2023	Incumbent
19-2031.00	1.C.3.c	Social Orientation	IM	2.99	20	0.3009	2.3588	3.6184	N	08/2023	Incumbent
19-2031.00	1.C.4.a	Self-Control	IM	3.84	20	0.2266	3.3632	4.3115	N	08/2023	Incumbent
19-2031.00	1.C.4.b	Stress Tolerance	IM	3.98	20	0.1657	3.6286	4.3220	N	08/2023	Incumbent
19-2031.00	1.C.4.c	Adaptability/Flexibility	IM	3.77	20	0.2416	3.2604	4.2718	N	08/2023	Incumbent
19-2031.00	1.C.5.a	Dependability	IM	4.30	20	0.1475	3.9920	4.6093	N	08/2023	Incumbent
19-2031.00	1.C.5.b	Attention to Detail	IM	4.41	20	0.1185	4.1647	4.6606	N	08/2023	Incumbent
19-2031.00	1.C.5.c	Integrity	IM	4.37	20	0.1482	4.0558	4.6763	N	08/2023	Incumbent
19-2031.00	1.C.6	Independence	IM	4.35	20	0.1981	3.9347	4.7638	N	08/2023	Incumbent
19-2031.00	1.C.7.a	Innovation	IM	3.60	20	0.3184	2.9325	4.2652	N	08/2023	Incumbent
19-2031.00	1.C.7.b	Analytical Thinking	IM	4.58	20	0.1497	4.2693	4.8960	N	08/2023	Incumbent
19-2032.00	1.C.1.a	Achievement/Effort	IM	4.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2032.00	1.C.1.b	Persistence	IM	4.05	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2032.00	1.C.1.c	Initiative	IM	3.90	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2032.00	1.C.2.b	Leadership	IM	3.24	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2032.00	1.C.3.a	Cooperation	IM	3.76	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2032.00	1.C.3.b	Concern for Others	IM	2.81	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2032.00	1.C.3.c	Social Orientation	IM	2.33	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2032.00	1.C.4.a	Self-Control	IM	3.29	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2032.00	1.C.4.b	Stress Tolerance	IM	3.43	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2032.00	1.C.4.c	Adaptability/Flexibility	IM	3.62	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2032.00	1.C.5.a	Dependability	IM	3.90	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2032.00	1.C.5.b	Attention to Detail	IM	4.38	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2032.00	1.C.5.c	Integrity	IM	4.48	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2032.00	1.C.6	Independence	IM	3.67	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2032.00	1.C.7.a	Innovation	IM	4.10	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2032.00	1.C.7.b	Analytical Thinking	IM	4.65	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-2041.00	1.C.1.a	Achievement/Effort	IM	3.88	35	0.0684	3.7390	4.0169	N	08/2023	Incumbent
19-2041.00	1.C.1.b	Persistence	IM	3.82	35	0.1039	3.6089	4.0312	N	08/2023	Incumbent
19-2041.00	1.C.1.c	Initiative	IM	3.99	35	0.0659	3.8549	4.1226	N	08/2023	Incumbent
19-2041.00	1.C.2.b	Leadership	IM	3.63	35	0.1670	3.2937	3.9725	N	08/2023	Incumbent
19-2041.00	1.C.3.a	Cooperation	IM	4.24	35	0.0972	4.0381	4.4331	N	08/2023	Incumbent
19-2041.00	1.C.3.b	Concern for Others	IM	3.63	35	0.2287	3.1660	4.0953	N	08/2023	Incumbent
19-2041.00	1.C.3.c	Social Orientation	IM	3.07	35	0.2936	2.4687	3.6622	N	08/2023	Incumbent
19-2041.00	1.C.4.a	Self-Control	IM	3.85	35	0.1210	3.6062	4.0978	N	08/2023	Incumbent
19-2041.00	1.C.4.b	Stress Tolerance	IM	3.85	35	0.0819	3.6817	4.0147	N	08/2023	Incumbent
19-2041.00	1.C.4.c	Adaptability/Flexibility	IM	4.05	35	0.0897	3.8633	4.2277	N	08/2023	Incumbent
19-2041.00	1.C.5.a	Dependability	IM	4.24	35	0.2005	3.8315	4.6466	N	08/2023	Incumbent
19-2041.00	1.C.5.b	Attention to Detail	IM	4.30	35	0.2110	3.8709	4.7287	N	08/2023	Incumbent
19-2041.00	1.C.5.c	Integrity	IM	4.60	35	0.1909	4.2162	4.9921	N	08/2023	Incumbent
19-2041.00	1.C.6	Independence	IM	3.85	35	0.3294	3.1765	4.5155	N	08/2023	Incumbent
19-2041.00	1.C.7.a	Innovation	IM	2.89	35	0.2377	2.4089	3.3750	N	08/2023	Incumbent
19-2041.00	1.C.7.b	Analytical Thinking	IM	4.32	35	0.2068	3.9000	4.7405	N	08/2023	Incumbent
19-2041.01	1.C.1.a	Achievement/Effort	IM	3.96	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.01	1.C.1.b	Persistence	IM	4.30	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.01	1.C.1.c	Initiative	IM	4.17	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.01	1.C.2.b	Leadership	IM	3.70	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.01	1.C.3.a	Cooperation	IM	4.09	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.01	1.C.3.b	Concern for Others	IM	3.26	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.01	1.C.3.c	Social Orientation	IM	3.00	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.01	1.C.4.a	Self-Control	IM	3.52	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.01	1.C.4.b	Stress Tolerance	IM	3.65	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.01	1.C.4.c	Adaptability/Flexibility	IM	3.74	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.01	1.C.5.a	Dependability	IM	4.00	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.01	1.C.5.b	Attention to Detail	IM	4.17	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.01	1.C.5.c	Integrity	IM	4.43	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.01	1.C.6	Independence	IM	3.59	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.01	1.C.7.a	Innovation	IM	3.48	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.01	1.C.7.b	Analytical Thinking	IM	4.74	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.02	1.C.1.a	Achievement/Effort	IM	3.82	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.02	1.C.1.b	Persistence	IM	3.91	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.02	1.C.1.c	Initiative	IM	4.18	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.02	1.C.2.b	Leadership	IM	3.50	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.02	1.C.3.a	Cooperation	IM	4.45	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.02	1.C.3.b	Concern for Others	IM	3.18	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.02	1.C.3.c	Social Orientation	IM	3.05	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.02	1.C.4.a	Self-Control	IM	3.50	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.02	1.C.4.b	Stress Tolerance	IM	3.77	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.02	1.C.4.c	Adaptability/Flexibility	IM	4.05	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.02	1.C.5.a	Dependability	IM	4.00	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.02	1.C.5.b	Attention to Detail	IM	4.05	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.02	1.C.5.c	Integrity	IM	4.23	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.02	1.C.6	Independence	IM	3.77	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.02	1.C.7.a	Innovation	IM	3.45	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.02	1.C.7.b	Analytical Thinking	IM	3.95	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.03	1.C.1.a	Achievement/Effort	IM	3.87	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.03	1.C.1.b	Persistence	IM	3.91	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.03	1.C.1.c	Initiative	IM	3.91	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.03	1.C.2.b	Leadership	IM	3.30	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.03	1.C.3.a	Cooperation	IM	3.70	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.03	1.C.3.b	Concern for Others	IM	2.78	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.03	1.C.3.c	Social Orientation	IM	2.35	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.03	1.C.4.a	Self-Control	IM	3.17	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.03	1.C.4.b	Stress Tolerance	IM	3.13	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.03	1.C.4.c	Adaptability/Flexibility	IM	3.52	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.03	1.C.5.a	Dependability	IM	3.87	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.03	1.C.5.b	Attention to Detail	IM	4.35	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.03	1.C.5.c	Integrity	IM	4.17	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.03	1.C.6	Independence	IM	3.74	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.03	1.C.7.a	Innovation	IM	3.87	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2041.03	1.C.7.b	Analytical Thinking	IM	4.74	23	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
19-2042.00	1.C.1.a	Achievement/Effort	IM	4.00	32	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-2042.00	1.C.1.b	Persistence	IM	4.29	31	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-2042.00	1.C.1.c	Initiative	IM	4.23	31	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-2042.00	1.C.2.b	Leadership	IM	3.45	31	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-2042.00	1.C.3.a	Cooperation	IM	4.19	32	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-2042.00	1.C.3.b	Concern for Others	IM	3.41	32	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-2042.00	1.C.3.c	Social Orientation	IM	2.50	32	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-2042.00	1.C.4.a	Self-Control	IM	3.62	32	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-2042.00	1.C.4.b	Stress Tolerance	IM	3.72	32	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-2042.00	1.C.4.c	Adaptability/Flexibility	IM	4.13	30	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-2042.00	1.C.5.a	Dependability	IM	4.19	32	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-2042.00	1.C.5.b	Attention to Detail	IM	4.44	32	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-2042.00	1.C.5.c	Integrity	IM	4.56	32	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-2042.00	1.C.6	Independence	IM	4.00	32	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-2042.00	1.C.7.a	Innovation	IM	3.62	32	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-2042.00	1.C.7.b	Analytical Thinking	IM	4.59	32	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-2043.00	1.C.1.a	Achievement/Effort	IM	4.04	23	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
19-2043.00	1.C.1.b	Persistence	IM	3.91	23	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
19-2043.00	1.C.1.c	Initiative	IM	4.09	23	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
19-2043.00	1.C.2.b	Leadership	IM	3.43	23	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
19-2043.00	1.C.3.a	Cooperation	IM	3.96	23	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
19-2043.00	1.C.3.b	Concern for Others	IM	3.26	23	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
19-2043.00	1.C.3.c	Social Orientation	IM	2.52	23	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
19-2043.00	1.C.4.a	Self-Control	IM	3.35	23	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
19-2043.00	1.C.4.b	Stress Tolerance	IM	3.48	23	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
19-2043.00	1.C.4.c	Adaptability/Flexibility	IM	3.61	23	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
19-2043.00	1.C.5.a	Dependability	IM	4.26	23	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
19-2043.00	1.C.5.b	Attention to Detail	IM	4.35	23	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
19-2043.00	1.C.5.c	Integrity	IM	4.57	23	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
19-2043.00	1.C.6	Independence	IM	3.57	23	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
19-2043.00	1.C.7.a	Innovation	IM	3.65	23	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
19-2043.00	1.C.7.b	Analytical Thinking	IM	4.52	23	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
19-2099.01	1.C.1.a	Achievement/Effort	IM	4.12	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-2099.01	1.C.1.b	Persistence	IM	4.08	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-2099.01	1.C.1.c	Initiative	IM	4.00	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-2099.01	1.C.2.b	Leadership	IM	3.08	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-2099.01	1.C.3.a	Cooperation	IM	4.04	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-2099.01	1.C.3.b	Concern for Others	IM	2.96	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-2099.01	1.C.3.c	Social Orientation	IM	2.48	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-2099.01	1.C.4.a	Self-Control	IM	3.48	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-2099.01	1.C.4.b	Stress Tolerance	IM	3.36	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-2099.01	1.C.4.c	Adaptability/Flexibility	IM	4.04	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-2099.01	1.C.5.a	Dependability	IM	4.04	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-2099.01	1.C.5.b	Attention to Detail	IM	4.68	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-2099.01	1.C.5.c	Integrity	IM	4.20	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-2099.01	1.C.6	Independence	IM	3.60	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-2099.01	1.C.7.a	Innovation	IM	3.96	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-2099.01	1.C.7.b	Analytical Thinking	IM	4.68	25	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
19-3011.00	1.C.1.a	Achievement/Effort	IM	4.21	24	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-3011.00	1.C.1.b	Persistence	IM	4.08	24	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-3011.00	1.C.1.c	Initiative	IM	4.08	24	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-3011.00	1.C.2.b	Leadership	IM	3.12	24	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-3011.00	1.C.3.a	Cooperation	IM	3.58	24	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-3011.00	1.C.3.b	Concern for Others	IM	2.71	24	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-3011.00	1.C.3.c	Social Orientation	IM	2.58	24	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-3011.00	1.C.4.a	Self-Control	IM	3.33	24	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-3011.00	1.C.4.b	Stress Tolerance	IM	3.75	24	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-3011.00	1.C.4.c	Adaptability/Flexibility	IM	3.62	24	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-3011.00	1.C.5.a	Dependability	IM	3.92	24	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-3011.00	1.C.5.b	Attention to Detail	IM	4.50	24	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-3011.00	1.C.5.c	Integrity	IM	4.38	24	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-3011.00	1.C.6	Independence	IM	4.00	24	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-3011.00	1.C.7.a	Innovation	IM	3.75	24	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-3011.00	1.C.7.b	Analytical Thinking	IM	4.79	24	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
19-3011.01	1.C.1.a	Achievement/Effort	IM	4.44	27	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-3011.01	1.C.1.b	Persistence	IM	4.11	27	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-3011.01	1.C.1.c	Initiative	IM	4.04	27	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-3011.01	1.C.2.b	Leadership	IM	2.62	26	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
19-3011.01	1.C.3.a	Cooperation	IM	3.41	27	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
